NAME;E;N;Z
Piz Spadolazzo;2748776;1149990;2722
Pizzo del Torto;2742964;1135503;2722
Cima delle Donne;2684417;1145373;2723
Grisset;2714101;1202263;2724
Piz di Campedell;2725303;1131592;2724
Piz Uccello;2735107;1151369;2724
Älpliseehorn;2768780;1179714;2725
Piz Fenga Pitschna;2816579;1200259;2725
Pointe d'Aufalle;2575017;1118460;2725
Schattmige Stock;2675735;1178383;2725
Six du Doe;2574402;1115173;2725
Cima dei Rossi;2755284;1146112;2726
Egghorn;2746996;1200796;2726
Pizzo della Valletta;2684356;1155736;2726
Russa;2755284;1146112;2726
Dent du Signal;2552315;1109057;2727
Furggahora;2774612;1183038;2727
Leist;2680450;1187903;2727
Piz Bleis Rest;2772313;1158887;2727
Piz Piogn Crap;2696610;1163000;2727
Pizzo di Claro;2724589;1128466;2727
Pointe de Toules;2583590;1092639;2727
Visagno;2724589;1128466;2727
Honeggerhorn;2656451;1146206;2728
Piz Cuolmet;2708704;1181577;2728
Piz Mezdi;2815565;1181248;2728
Piz Settember;2758025;1157306;2728
Pizzo Gararesc;2683550;1148128;2728
Tschirpen;2766534;1181276;2728
Blauberg;2687310;1159454;2729
Feelahora;2785974;1178969;2729
Hasenstock;2679787;1189866;2729
Mon'Ata;2816809;1163292;2729
Piz Mosch;2765518;1175803;2729
Schafberg;2769140;1214494;2729
Bonhomme de Tsalevey;2583288;1085626;2730
Piz Mez;2765535;1176865;2730
Piz Palpuogna;2779082;1160683;2730
Tête de Barasson;2580733;1078592;2730
Turm;2669519;1164355;2730
Curvér Pintg da Taspegn;2757857;1165718;2731
Muot da Cler;2809626;1189204;2731
Piz As-cha;2784739;1165539;2731
Roccabella;2772311;1146475;2731
Sé Noir;2593734;1129615;2731
Piz Motnair;2824396;1202608;2732
Pointe d'Hérémence;2596566;1130857;2732
Schollahorn;2740723;1158630;2732
Bleschaturra;2729348;1157768;2733
Seewjihorn;2651186;1129406;2733
Tête de Tsernou;2579388;1123319;2733
Branderspitzli;2730637;1167046;2734
Hinter Griessstock;2704201;1187624;2734
Mättenberg;2694369;1174081;2734
Piz Zamuor;2721217;1164631;2734
Tête du Grenairon;2556530;1101512;2734
Vorder Berg;2674443;1154218;2734
Mittaghora;2785595;1175169;2735
Monte Zucchero;2698173;1134439;2735
Pierre qu'Abotse;2578028;1123181;2735
Piz Starlera;2755530;1154578;2735
Tschingellochtighore;2611857;1143813;2735
Le Sublage;2590397;1130348;2736
Fülhorn;2648667;1130332;2737
Monte Prosa;2687616;1157390;2737
Piz la Greala;2813116;1189479;2737
Spitzhorli;2641785;1123826;2737
Hintersulzhoren;2721506;1192320;2738
Piz Garviel;2706778;1161182;2738
Corne à Tournier;2553650;1109206;2739
Crap Baselgia;2703086;1175524;2739
Fibbia;2685054;1155208;2739
Madàs;2699504;1137880;2739
Motton;2726961;1134425;2739
Piz Cugnets;2772131;1153005;2739
Campanile;2686921;1149676;2740
Pazolastock;2693361;1167007;2740
Piz Nurschalas;2693361;1167007;2740
Chollerhorn;2662591;1135005;2741
Chrinnenhorn;2650430;1164816;2741
Madom Gröss;2707163;1135988;2741
Piz Scai;2701495;1158986;2741
Ärmighore;2621081;1154517;2742
Piz Miezdi;2719689;1172623;2742
Piz Tgina dil Rein;2693289;1166355;2742
Pointe de Champ Ferret;2587511;1107102;2742
Rheinquellenstock;2693289;1166355;2742
Brunhora;2789545;1181243;2743
Rionde de Vendes;2599189;1108584;2743
Chessihorn;2794108;1198090;2744
Guggernell;2769302;1176975;2744
Piz Nair;2830453;1191544;2744
Rothörnli;2747922;1154825;2744
Salaaser Kopf;2819875;1204365;2744
Teltschehorn;2668345;1147319;2744
Zallershore;2620797;1151649;2744
Hüenerhürli;2590742;1133588;2745
Schwarzlochhorn;2687599;1159057;2745
Visnitzkopf;2823099;1208577;2745
Botta Bruonza;2790503;1166957;2746
Piz digl Barba Peder;2774642;1164355;2746
Gfroren Hora;2785959;1177382;2747
Piz Murtel da Fier;2782967;1164907;2747
Plattenburg;2682902;1179095;2747
Roc Champion;2571478;1116911;2747
Schenadüi;2700463;1156524;2747
Batnall;2677183;1128575;2748
Kistenstöckli;2720575;1186256;2748
Madone;2677183;1128575;2748
Muot da Rubi;2720575;1186256;2748
Zwölfihoren;2731913;1194647;2748
Pointe de Godegotte;2578963;1083315;2750
Simelihorn;2643526;1168667;2750
Stieltihorn;2625633;1142161;2750
Hauserhorn;2717811;1190119;2751
Pletschuhorn;2619139;1120896;2751
Vorder Selbsanft;2717811;1190119;2751
Gamsspitz;2796067;1185760;2752
Gemschiplanggenstock;2683924;1170784;2753
Pizzo di Froda;2694597;1159331;2753
Rothorn;2747971;1155217;2753
Piz Purtgera;2694887;1161851;2754
Piz Stavelatsch;2715150;1168446;2754
Porggeren Stock;2694887;1161851;2754
Chummehorn;2662573;1141753;2755
Piz Ajüz;2829619;1191619;2755
Pizzo dell'Arzo;2681014;1144416;2755
Bietenhorn;2632662;1158509;2756
Bundstock;2623836;1151829;2756
Il Madone;2686014;1149565;2756
La Motte;2596176;1130716;2756
Oberblatthorn;2652014;1129473;2756
Pizzo Cazzòla;2678967;1134624;2756
Schwarzbirg;2632662;1158509;2756
Bürgenflue;2792104;1195590;2757
Piz Ot;2821449;1204240;2757
Reeti;2643845;1168349;2757
Rinbortsberg;2681748;1163800;2757
Mel de la Niva;2602003;1105472;2758
Mot da l'Hom;2823725;1178293;2758
Seewischhorn;2663456;1135389;2758
Dent de Barme;2553888;1109119;2759
Mettlihorn;2674646;1150575;2759
Schwarzhora;2775926;1183302;2759
Brochahorn;2728507;1155793;2760
Pizzo Massari;2695580;1147938;2760
Pointe de Revedin;2576966;1088183;2760
Eggmederhöri;2603774;1149629;2761
Albristhore;2603897;1149530;2762
Hüreli;2758904;1151219;2762
Piz Nair;2698978;1164064;2762
Piz Riein;2741701;1178263;2762
Pointe de Combette;2573351;1080530;2762
Pointe de Prosom;2568540;1097883;2762
Seehorn;2747830;1155446;2762
Tête d'Enfer;2578482;1127855;2762
Brunnestock;2673185;1173716;2763
Grampielhorn;2663443;1133057;2763
Muntet;2825305;1169304;2763
Piz Chavalatsch;2833838;1167233;2763
Pizzo Crampiolo Nord;2663443;1133057;2763
Chli Zanaihorn;2749751;1201260;2764
Corno di Valdeserta;2664546;1135219;2764
Höch Windgällen;2703124;1193868;2764
Pécianett;2700916;1153464;2764
Piz Alpetta;2709455;1178376;2764
Piz Nair;2694926;1162760;2764
Sandhubel;2771614;1179004;2764
Schwarzberg;2694926;1162760;2764
Sidelhoren;2667033;1156066;2764
Valbellahorn;2772930;1178995;2764
Alpgnofer Stock;2702846;1184701;2765
Chessichopf;2795037;1197632;2765
Furggelihorn;2698890;1184252;2765
Grüenplänggistock;2686708;1180812;2765
Piz Arpiglia;2796706;1162054;2765
Pointe du Six Rodze;2583495;1093913;2765
Rot Bristen;2695197;1177378;2765
Schafchopf;2722086;1172467;2765
Siwerbenhorn;2682435;1157036;2765
Tgiern Tuma;2699982;1163811;2765
Le Mourin;2579900;1087647;2766
Piz Ner;2720516;1162985;2766
Piz Plaunca Cotschna;2696596;1162647;2766
Pizzo Murascio;2801751;1127054;2766
Windegghoren;2668171;1171228;2766
Dent de la Chaux;2558487;1111542;2767
Parlet;2693264;1165140;2767
Blauberg;2675227;1157683;2768
Piz Cotschen;2826382;1170740;2768
Piz Linard;2765000;1174353;2768
Piz Praveder;2824896;1160962;2768
Wichelhorn;2687721;1180937;2768
Cima di Pian Secco;2755047;1143710;2769
Einigs Alichji;2621074;1134455;2769
Niwen;2621074;1134455;2769
Piz Alv;2695055;1159407;2769
Piz Tarantschun;2745685;1166595;2769
Pizzo di Piancói;2701672;1139404;2769
Poncione del Laghetto;2701528;1142953;2769
Ürbachsengelhorn;2657045;1169289;2769
Äusserer Nockenkopf;2830517;1190377;2770
Bochtehorn;2664194;1135392;2770
Chirchli;2795491;1185639;2770
Dosso di Fuori;2830517;1190377;2770
Tête de Vare;2576407;1087643;2770
Juzfadstock;2682326;1180472;2771
Piz Dadens;2719723;1183088;2773
Piz Rims;2825846;1183799;2773
Pizzo del Sole;2701989;1153505;2773
Sass Stock;2686763;1180121;2773
Schneehüenderstock;2693122;1169685;2773
Unghürstöckli;2693122;1169685;2773
Al Gal;2768787;1133152;2774
Piz Murtaira;2773144;1137640;2774
Pizzi dei Vanni;2763408;1130516;2774
Pizzo Grandinagia;2680344;1146322;2774
Cuclèr da Jon dad Onsch;2821170;1161420;2775
Hoganthore;2629393;1159794;2775
Tête de Fonteinte;2577352;1080826;2775
Giübin;2691700;1157710;2776
Grand Six Blanc;2573664;1080654;2776
Grauwi Steckli;2671234;1173913;2776
Pointe des Lacerandes;2579387;1081435;2776
Tschajetuhorn;2611076;1134349;2776
Uf da Flüe;2766394;1145137;2776
Niesehore;2595012;1136767;2777
Schwalmere;2628976;1160252;2777
Carnusahora;2743671;1167638;2778
Pointe des Cavales;2557002;1102241;2778
Blashorn;2671534;1150263;2779
Cima di Garina;2712284;1160254;2780
Piz la Capiala;2724579;1159823;2780
Piz Lunghin;2771571;1142342;2780
Piz Sareggio;2801795;1126202;2780
Amselflua;2774948;1181724;2781
Crap Ner;2735227;1193189;2781
Grosshora;2758198;1146285;2781
Sädelhorn;2666252;1144308;2781
Tiejer Flua;2775310;1183651;2781
Cima del Casletto;2720638;1152456;2782
Dschimels;2782658;1160617;2782
Grosses Engelhorn;2656729;1169254;2782
Oberberg;2679415;1190092;2782
Pointe de Penne;2584454;1088218;2782
Gemschchanzla;2730298;1155341;2783
Mot da las Amblanas;2825099;1197604;2783
Piz Mellen;2711692;1183940;2783
Piz Chazforà;2820894;1164155;2784
Piz Tuma;2693372;1164844;2784
Felshore;2613165;1142013;2785
Obere Stock;2662002;1152349;2785
Oberheuwberg;2676539;1177347;2785
Pizzo Corói;2717565;1162418;2785
Pointe de Tenou;2578737;1083367;2785
Becca Miedzo;2584481;1096498;2786
Chilchli;2595404;1135448;2786
Gross Schijen;2691810;1169247;2786
Piz d'Artgas;2722247;1186973;2786
Schwarzhore;2624855;1151658;2786
Cima di Gana Rossa;2719815;1146141;2787
Gwasmet;2699764;1176039;2787
Le Luisin;2563769;1107812;2787
Chistehorn;2626649;1133021;2788
Innere Fisistock;2619356;1146498;2788
L'Om;2806242;1132708;2788
Piz Ajüz;2822846;1185497;2788
Piz Furnatsch;2771903;1163147;2788
Chalchagn Pitschen;2789301;1148192;2789
Chilchhorn;2673407;1148684;2789
Piz Lavetscha;2817029;1182246;2789
Piz Nadels;2719347;1172171;2789
Culan;2578233;1128170;2790
Piz Máler;2699051;1165534;2790
Pointe de la Grande Vire;2572400;1115584;2790
La Rossa;2694294;1159183;2791
Mutsch;2697797;1173278;2791
Piz Miezdi;2718550;1166449;2791
Pizzo Marumo;2716550;1161946;2791
Schwarzhorn;2615440;1122318;2791
Brudelhorn;2667023;1146631;2792
Piz Clünas;2814057;1189342;2792
Piz Davo Sassè;2816532;1199552;2792
Schwarzbirg;2631234;1157040;2792
Pizzo Quadro;2676210;1127916;2793
Poncione della Forca di Cristallina;2684086;1147122;2793
Drättehore;2629525;1159086;2794
Gross Kärpf;2726028;1197510;2794
L'Aglan;2576972;1087558;2794
Piz Chalderas;2831621;1163728;2794
Banderola;2809996;1128142;2795
Chüefadstock;2681325;1180632;2795
Piz Conteschas;2725124;1159762;2795
Piz Sax;2740808;1196540;2795
Pizzo Ometto;2809996;1128142;2795
Schilthorn;2643791;1117575;2795
Piz Curnera;2697101;1158843;2796
Six Blanc;2574278;1081004;2796
Wiiss Schiijen;2667003;1170978;2796
Galehorn;2641995;1119125;2797
Oberhorn;2742286;1177611;2797
Pointe des Trois Lacs;2577675;1081573;2797
Chlin Hüreli;2758811;1145640;2798
Cuolm Tgietschen;2709688;1183764;2798
Gärstenhoren;2647477;1171455;2798
Le Pacheu;2577823;1121494;2798
Mot dal Gajer;2821126;1175513;2798
Sé des Molettes;2599880;1134882;2798
Seebodehorn;2633982;1114116;2798
Tierbärgli;2674586;1172774;2798
Wetzsteihore;2599880;1134882;2798
Cufercalhorn;2745168;1162159;2799
Undertalstock;2675713;1177950;2799
Piz Crappa Grischa;2820943;1204100;2800
Piz las Palas;2720701;1166949;2800
Milihorn;2650840;1132058;2801
Piz Brit;2707665;1177903;2801
Pizzo di Scinghign;2700006;1139711;2801
Ampervreilhorn;2731830;1158993;2802
Bös Fulen;2714686;1202888;2802
Jochbodenkopf;2830206;1190988;2802
Piz Russenna;2830206;1190988;2802
Bonhomme du Tsapi;2584114;1090212;2803
Piz da las Culuonnas;2775598;1148161;2803
Schwarz Horn;2697645;1184136;2803
Corona di Redòrta;2699524;1136832;2804
Le Mont de Pro;2583142;1083730;2804
Pizzo Barbarera;2693516;1158434;2804
Corn di Marsc;2800952;1127606;2805
Gletscherhorn;2731897;1194347;2805
Grand Clocher des Planereuses;2572144;1091823;2805
Haldensteiner Calanda;2754562;1196307;2805
Kalberhorn;2678629;1137751;2805
Monte Saline;2800952;1127606;2805
Tête Rouge;2581477;1080461;2805
Bänderstock;2702585;1179707;2806
Cima de Gagela;2733535;1138468;2806
Rothorn;2797269;1190033;2806
Büelehora;2778090;1171665;2807
Spitzhore;2590124;1135986;2807
Corno Campascio;2797272;1132304;2808
Corno delle Ruzze;2797272;1132304;2808
Mättlenstöck;2724020;1194229;2808
Piz Lad;2831064;1192977;2808
Pizzo Castello;2686610;1141083;2808
Schwarzstöckli;2703236;1177643;2808
Gemsplanggenstöckli;2701371;1178764;2809
Curnasell;2798535;1137265;2810
Scheidstöckli;2720983;1193032;2810
Chüern Nair;2775824;1150044;2811
Petit Muveran;2575607;1119165;2811
Pointe de Vatseret;2603273;1136283;2811
Monte Bardan;2741199;1142557;2812
Mottone;2685137;1144026;2812
Piz Canfinal;2796152;1133082;2812
Piz Val Gronda;2817207;1200856;2812
Ruchen;2694820;1175534;2812
Cuclèr da Valpaschun;2827026;1160850;2813
Rothorn;2653264;1129152;2813
Becca Colin;2578882;1086144;2814
Gipshora;2780503;1172306;2814
Igl Danclér;2779624;1159568;2814
Piz Fluaz;2725215;1190452;2814
Ruchstock;2678711;1189998;2814
Gwächten;2687491;1182613;2815
Piz la Mazza;2754852;1155404;2815
Piz Zavragia;2720225;1171389;2815
Wuoschthora;2786409;1178828;2815
Cavallo Bianco;2725898;1143636;2816
Munt da Milli Ons;2828654;1161456;2816
Üssers Läghorn;2626735;1133390;2816
Le Sérac;2591598;1130547;2817
Sulzfluh;2782548;1209641;2817
Engelberger Rotstock;2680779;1189717;2818
Piz Cuelmet;2770922;1165992;2818
Seewenstock;2683124;1179450;2818
Corn da Mürasciola;2804425;1142694;2819
Hoher Kogel;2813397;1200667;2819
Piz dalla Val;2700965;1160728;2819
Piz Lumpegna;2707944;1178144;2819
Piz Val Gronda;2721466;1172641;2819
Tällihorn;2737233;1158829;2819
Bergseeschijen;2680096;1168645;2820
Piz Fregslas;2782268;1166663;2820
Spitzplanggenstock;2684454;1179367;2820
Torent Basso;2724205;1133969;2820
Torrone della Motta;2724205;1133969;2820
Becca de Lovégno;2603899;1114183;2821
Clocher de Vouasse;2576742;1086990;2821
Dent Blanche;2586262;1132555;2821
Drosistock;2671727;1173431;2821
Gstellihore;2586262;1132555;2821
Piz Crap;2770846;1165577;2821
Poncione Cavagnolo;2681337;1146725;2821
Rot Horn;2697652;1184234;2821
Six Noir;2584724;1088716;2821
Zanaihorn;2749687;1201497;2821
Furtwangstock;2666911;1170787;2822
Gasterespitz;2620457;1142947;2822
Mällischhorn;2627273;1133907;2822
Piz Belvair;2789984;1165342;2822
Stägenhorn;2682599;1155816;2822
Chanzeli;2702847;1185858;2823
Parpaner Weisshorn;2765629;1180924;2823
Piz Trevisina;2807934;1131323;2823
Punta di Val Scaradra;2719441;1155983;2823
Schuflen;2681157;1188214;2823
Pizzo del Termine;2809219;1130441;2824
Planggenstock;2679253;1164910;2824
Madrisahorn;2785295;1200648;2826
Muttelhorn;2794664;1184023;2826
Piz Campagnung;2773144;1151824;2826
Piz Salatschina;2779163;1138162;2826
Six Carro;2570020;1097167;2826
Ellstabhoren;2632777;1152044;2827
Sazmartinshorn;2747484;1201038;2827
Sentischhora;2789150;1182406;2827
Tubang;2604393;1134136;2827
Drusenfluh;2779589;1211361;2828
Piz Arina;2823511;1194908;2828
Chavagl dal Polaschin;2778131;1147897;2829
Piz Surcarungas;2758161;1159057;2829
Sellabödeli;2689331;1158762;2829
Someceon du Dru;2569137;1096884;2829
Croix de Tsousse;2583167;1085022;2830
Gamschtällihorn;2768108;1179324;2830
I Rodond;2730425;1145414;2830
Schlieren;2683506;1191279;2830
Cima da li Gandi Rossi;2809225;1129717;2831
Distelhorn;2633361;1115035;2831
Faldumrothorn;2620679;1134967;2831
Hohhoren;2670349;1159793;2831
Le Cheval Blanc;2556199;1100201;2831
Piz dal Lai;2825918;1160216;2831
Obere Buggel;2649530;1158489;2832
Obertalstock;2676244;1177868;2832
Piz del Pianasc;2727969;1141381;2832
Torrone di Nav;2719245;1156297;2832
Wisshorn;2794727;1190212;2832
Chessispitz;2794474;1197759;2833
Chilchflue;2629131;1156783;2833
Cima di Lago;2682231;1146692;2833
Hahneschritthore;2593549;1135515;2834
Piz Tuf;2744707;1166485;2834
Cimalmotta;2753180;1151568;2835
Piz Miez;2753180;1151568;2835
Piz Ursaregls;2748520;1151688;2835
Chessler;2794600;1194327;2836
Piz Murter;2806902;1169628;2836
Helgenhorn;2675007;1145719;2837
Pizzo Cavagnöö;2680366;1145892;2837
Punta di Elgio;2675007;1145719;2837
Schneehüenderstöckli;2686698;1181186;2837
Chleine Huwetz;2649268;1130871;2838
Fruttstock;2703053;1180046;2838
Mittler Schwarzhorn;2746992;1153231;2838
Pointe de la Fenive;2557690;1102617;2838
Pointe du Grand Cor;2572112;1115967;2838
Rossbodenstock;2692850;1165576;2838
Tschepp Sura;2744891;1193611;2838
Altstafelhorn;2624092;1121684;2839
Chliin Diamantstock;2663474;1160891;2839
Fedistock;2682517;1174393;2839
Leidhorn;2794720;1195138;2839
Nuseyhorn;2609472;1135135;2839
Piz Bardella;2773849;1150398;2839
Sunnig;2687371;1181904;2839
Älplihorn;2765965;1179760;2840
Pointe de Masserey;2604099;1114628;2840
Pointe de Paneirosse;2578623;1122524;2840
Chlostertaler Spitz;2799149;1194058;2841
Gross Chastelhorn;2659991;1149764;2841
Salaruelkopf;2770057;1214690;2841
Staldenhöreli;2702365;1179393;2841
Wenglispitz;2732484;1156352;2841
Gwasmet;2700481;1184803;2842
Pfaffehore;2594931;1135200;2842
Pizzo del Ghiacciaio di Sasso Nero;2685320;1144726;2842
Cima di Gana Bianca;2719307;1147836;2843
Loicherspitza;2620488;1135815;2843
Tällispitz;2799137;1193766;2843
Cima Garibaldi;2831188;1157715;2844
Dreisprachenspitz;2831188;1157715;2844
Fergenchegel;2792631;1195073;2844
Östlicher Kromerspitz;2797170;1197103;2844
Piz da Cävi;2760286;1137065;2844
Piz da las Trais Linguas;2831188;1157715;2844
Pizol;2748262;1202738;2844
Saflischhorli;2651398;1131842;2844
Weissfluh;2779680;1189816;2844
Hofathorn;2638590;1135993;2845
Jörihorn;2792167;1184735;2845
Piz Alpetta;2696914;1162037;2845
Piz Güda;2720865;1162545;2845
Pizzo di Güida;2720865;1162545;2845
Schene Bärg;2638590;1135993;2845
Forcella;2675303;1149475;2846
Piz Canal;2721489;1163468;2846
Piz dil Crot;2752755;1150883;2846
Piz Valletta;2785562;1160813;2846
Pizzo del Crot;2752755;1150883;2846
Tête aux Veillon;2577323;1121122;2846
Petit Ruan;2557741;1108352;2847
Piz Tanelin;2698071;1158587;2847
Simpeler Weizstadel;2642136;1117773;2847
Sirwoltuhorn;2642136;1117773;2847
Piz Signina;2741073;1176458;2848
Rote Totz;2612386;1140470;2848
Piz Munt;2798939;1175426;2849
Piz Valpiglia;2817563;1197496;2849
Pizzo dei Piodisc;2700167;1140718;2849
Scalettachopf;2788833;1174036;2849
Wengahorn;2763613;1144630;2849
Wild Andrist;2627495;1155248;2849
Cima di Balniscio;2739859;1143243;2850
Grosses Tschingelhorn;2735817;1195647;2850
Hireli;2720801;1170711;2850
Piz Chastè;2800017;1183095;2850
Piz da Staz;2786706;1149723;2850
Rüchi;2720399;1192516;2850
Ärgischalphoru;2623197;1123401;2851
Güner Horn;2741108;1175889;2851
Piz d'Emmat Dadora;2773714;1146369;2851
Piz Gün;2741108;1175889;2851
Piz Nebion;2741294;1137471;2851
Piz Sielva;2833623;1164350;2851
Tête Séri;2573387;1116409;2851
Brändjispitz;2621489;1114606;2852
Chli Griessenhorn;2679376;1175631;2852
Dachberg;2727564;1161415;2852
Muot da l'Hom;2792066;1171599;2852
Piz dal Botsch;2814884;1174458;2852
Rotbüelspitz;2791963;1199185;2852
Chilbiritzenspitz;2792208;1175773;2853
Östlicher Plattenspitz;2796495;1197780;2853
Plattenturm;2796495;1197780;2853
Schafschijen;2684544;1178556;2853
Zwächten;2695313;1176037;2853
Bec de la Montau;2592704;1108831;2854
Piz dals Corvs;2827865;1186083;2854
Piz di Sassiglion;2805915;1133665;2854
Piz Motton;2737237;1147733;2854
Roc d'Orzival;2607664;1115977;2854
Hüreli;2750537;1154736;2855
Piz Alv;2757593;1154813;2855
Piz Barlas-ch;2795813;1172247;2855
Geschinerstock;2662862;1153454;2856
Gstellihorn;2656343;1168129;2856
Piz Padella;2783920;1156280;2856
Tällihorn;2737784;1167726;2856
La Pointe de Babylone;2581284;1079886;2857
Pizzo di Sovèltra;2700032;1141604;2857
Punta Valgrande;2654023;1119651;2857
Tête Verte;2581284;1079886;2857
Cima da Murtaira;2773410;1137258;2858
Cima di Rosso;2805361;1135680;2858
Cima Vallaperta;2652269;1126216;2858
Ganterhorn;2652269;1126216;2858
Piz Tgietschen;2721126;1167306;2858
Rotstock;2691498;1158876;2858
Sassa Nera;2805361;1135680;2858
Botta Cuolm;2791245;1166397;2859
Piz Ner;2715286;1180861;2859
Piz Vignun;2738149;1150206;2859
Poncione di Cassina Baggio;2677824;1150382;2860
Schneehüenderstock;2684970;1181886;2860
Cima de Barna;2740289;1142649;2861
Fergenhorn;2792790;1195049;2861
Parpaner Rothorn;2764928;1179128;2861
Ritzberge;2667633;1145203;2861
Tällistock;2673824;1156058;2861
Crap Grisch;2737327;1168646;2862
Dündehore;2622322;1152133;2862
Gross Schild;2791562;1195414;2862
Lämmerenhorn;2610260;1139452;2862
Lattenhorn;2742971;1151631;2862
Plangghora;2737327;1168646;2862
Sass Corviglia;2781154;1154367;2862
Sassalb;2804824;1134828;2862
Becca de Sery;2587767;1095464;2863
Chlys Schilthoren;2630784;1156169;2863
Fülhorn;2670238;1145737;2863
Pizzo Bìela;2678949;1133099;2863
Schwarzseehorn;2755434;1142229;2863
Tällispitze;2618756;1120463;2863
Wandfluhhorn;2678949;1133099;2863
Cima di Pian Vacca;2754958;1143016;2864
Paliner Kopf;2818491;1203900;2864
Pizzo Barone;2700223;1140207;2864
Poncione di Braga;2684878;1143160;2864
Satteltichopf;2730563;1165598;2864
Blaubergstock;2679973;1163575;2865
Murmelsplanggstock;2679229;1179414;2865
Piz Curtinatsch;2824146;1183055;2865
Piz Gliems;2712060;1182452;2865
Gurschenstock;2690313;1162415;2866
Nufenenstock;2672933;1146637;2866
Westlicher Kromerspitz;2796844;1197306;2866
Wissgrätli;2728971;1157215;2866
Le Mont Mort;2579804;1079134;2867
La Maya;2610244;1100183;2868
Wannihorn;2659004;1131161;2868
Balmahorn;2649246;1109796;2869
Chlin Horn;2758243;1144741;2869
Gallouwisteck;2660949;1167073;2869
Piz Balzet;2771354;1134168;2869
Piz Glims;2800775;1185095;2869
Pointe des Planards;2576850;1084341;2869
Greitspitz;2820284;1206176;2871
Mont de la Fouly;2576006;1087013;2871
Piz Spadlatscha;2773493;1165225;2871
Pizza Naira;2766105;1177446;2871
Pizzo Curciusa;2738432;1145539;2871
Schaflägersteck;2661792;1166246;2871
Schwarzwandspitz;2824082;1201392;2871
Tschimas da Tesch;2782022;1165566;2871
Bettmerhorn;2649500;1140932;2872
Cima de Verchenca;2741354;1139644;2872
Desorstock;2661698;1156459;2872
Piz Cavriola;2735966;1151907;2872
Piz de Val Rossa;2738050;1148380;2872
Tête Noire;2572955;1116737;2872
Isentällispitz;2792226;1198900;2873
Ofen;2735172;1194987;2873
Piz Radond;2774013;1164613;2873
Poncione di Valleggia;2681464;1146528;2873
Tschingelstöck;2706411;1180122;2873
Piz Serenastga;2730771;1166101;2874
Pointe des Ecandies;2569084;1096038;2874
Pointe des Gros Six;2576624;1084744;2874
Gwasmet;2704970;1178261;2875
Miesplanggenstock;2684539;1178949;2875
Mäntliser;2687762;1182412;2876
March;2627251;1121354;2876
Pizzo Prevat;2691293;1158743;2876
Risihorn;2654985;1145989;2876
Violenhorn;2627251;1121354;2876
Piz Malgina;2801842;1124665;2877
Piz Nair Pitschen;2781241;1153429;2877
Inners Läghorn;2626689;1133587;2878
Gross Sidelhorn;2664960;1154760;2879
Piz Val Gronda;2831042;1161220;2879
Piz Fess;2741417;1176822;2880
Sattelhoren;2703315;1186493;2880
Piz Murtaröl;2796680;1179567;2881
Piz Santeri;2713798;1168188;2881
Pizzo d'Avino;2652571;1120756;2881
Sonntagspitze;2799176;1195053;2881
Westlicher Plattenspitz;2795955;1197590;2881
Chlys Öugstchummuhorn;2631785;1133116;2882
Génepi;2569467;1097078;2882
Piz Lad;2827732;1162053;2882
Crap Ner;2723504;1188893;2883
Piz Gulota;2782090;1171090;2883
Piz Mezdi;2821284;1174675;2883
Piz Spinas;2783145;1157962;2883
Pizzatsch;2783520;1156153;2883
Piz Paradis;2699334;1163062;2884
Albrunhorn;2665016;1135048;2885
Chrüzturra;2729127;1156524;2885
Les Dents du Grand Lé;2578219;1083287;2885
Monte Figascian;2665016;1135048;2885
Piz Marsch;2814448;1191454;2885
Piz Nalar;2772196;1144392;2885
Pizzo Sorda;2719742;1155260;2885
Aiguille des Angroniettes;2573219;1080023;2886
Guggernüll;2740615;1154115;2886
Piz Ivraina;2808756;1175871;2886
Valser Horn;2735687;1158094;2886
Bärengruebenchöpfli;2680189;1180527;2887
Punta della Rossa;2662363;1132430;2887
Rothorn;2662363;1132430;2887
Schildflue;2791908;1195265;2887
Wissigstock;2681491;1188815;2887
Brunnenstock;2692073;1169929;2888
Piz Mulix;2776007;1160706;2888
Schijenstock;2692073;1169929;2888
Hüenderstock;2680174;1153966;2889
Piz Davo Dieu;2815024;1195336;2889
Piz Macun;2806617;1179445;2889
Grande Chenalette;2578716;1080471;2890
Piz Gren;2721196;1170814;2890
Schwarzhorn;2721196;1170814;2890
Uelistock;2663774;1154076;2890
Piz Rugnux;2775615;1163960;2891
Roggenhorn;2795983;1190235;2891
Wildgärst;2648626;1171494;2891
Chrachehore;2781716;1173541;2892
Piz d'Immez;2797582;1176797;2892
Piz Plattuns;2812200;1178531;2892
Fiescherhorli;2650278;1141903;2893
Grübelekopf;2824363;1209715;2893
La Bianca;2709184;1158965;2893
Nüschenstock;2720430;1192041;2893
Ritzihorn;2658228;1148790;2893
Alplistock;2664671;1160691;2894
Bächenstöckli;2684291;1180458;2894
Grauhorn;2659845;1151391;2894
Piz Furcletta;2807107;1191056;2894
Sé Rouge;2595186;1131290;2894
Mäderhorn;2648704;1123187;2895
Mittelberg;2663574;1134467;2895
Tierihöri;2611613;1141657;2895
Corne de Sorebois;2611432;1111046;2896
Griankopf;2829339;1183938;2896
Ils Cuogns;2809512;1177409;2896
Piz Uina;2829339;1183938;2896
Culmatsch;2697556;1171880;2897
Piz Muraun;2712289;1170031;2897
Piz Müsella;2789693;1170293;2897
Rothorn Ostgipfel;2765430;1179155;2897
Vorab Pign;2731637;1192708;2897
